,num,LOS,tmsec
0,02_1,A,220.50000000000003
1,02_1,B,367.09999999999997
2,02_1,C,123.39999999999999
3,02_1,D,31.999999999999996
4,02_2,A,244.09999999999997
5,02_2,B,245.2
6,02_2,C,194.6
7,02_2,D,21.200000000000003
