num,LOS,CNT,start_at,end_at
01_1,A,1,414,8955
01_1,A,2,100417,108982
01_1,A,3,200378,208910
01_2,A,1,447,6795
01_2,A,2,100585,106921
01_2,A,3,200594,213890
01_3,A,1,402,9045
01_3,A,2,100585,108976
01_3,A,3,200444,208601
01_4,A,1,990,8274
01_4,A,2,100525,108859
01_4,A,3,200399,208955
01_5,A,1,399,9009
01_5,A,2,100363,109018
01_5,A,3,200420,208913
01_6,A,1,507,9012
01_6,A,2,100495,108859
01_6,A,3,200435,208748
