num,LOS,CNT,start_at,end_at
01_1,A,1,0,99999
01_1,A,2,100000,199999
01_1,A,3,200000,299999
02_1,A,1,0,99999
02_1,A,2,100000,199999
02_1,A,3,200000,299999
03_1,A,1,0,99999
03_1,A,2,100000,199999
03_1,A,3,200000,299999
04_1,A,1,0,99999
04_1,A,2,100000,199999
04_1,A,3,200000,299999
04_1,A,4,300000,399999
04_1,A,5,400000,499999
04_2,A,1,0,99999
04_2,A,2,100000,199999
04_2,A,3,200000,299999
04_2,A,4,300000,399999
04_2,A,5,400000,499999
